textID,text,selected_text,sentiment
7e77f9d73d,noghty night twitterific twitter tweeting pals,noghty night twitterific twitter tweeting pals,neutral
0542afe6d7,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,neutral
34b385df7c,"_zero its cool, and thats good","its cool, and thats good",positive
a795e7a064,is sad to go to work cuz it`s TermiNeda`s last day...and little monkey`s last day too,sad,negative
432c5723eb,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete",documentation is not yet complete,negative
5806649c01, don`t ask  Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!,. Looking forward,positive
1f206c3346,Going to go kennel the dogs and then I am going to watch Goblet of Fire,Going to go kennel the dogs and then I am going to watch Goblet of Fire,neutral
2dd4585065,Wearing my new Victoria`s Secret slippers,Wearing my new Victoria`s Secret slippers,neutral
2e4c791638,Yay! I finally made sales at the gallery; Really helps when the artists are there,helps,positive
8bd29292c7,"late for   sick kid at home, hope she feels better later tonite",sick,negative
84d7d5febe,I can`t go to sleep until tech support emails me back,I can`t go to sleep until tech support emails me back,neutral
856e0029b7,Greg Pritchard should have got threw to the final of britains got talent,Greg Pritchard should have got threw to,negative
6fe8bdcd2d, i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,neutral
9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",hate di,negative
5015106b27,AND I didn`t get the job,didn`t get the job,negative
38ba946b2c,Strawberry margaritas + baked stuffed shrimp =,Strawberry margaritas + baked stuffed shrimp =,neutral
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,Wishin I didn`t have to work,negative
21cc0b687a,becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,Worried,negative
16905090cc, I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,neutral
2e180c3c15,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,Frustrated,negative
28174a0691,Just finished Church. Happy Mother`s Day!,Happy,positive
c6363dda99, Thanks. They`re both so cute. Havent been home for many years so havent seen them in person,cute.,positive
6548ec2f3b,Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,selfishness,negative
38e76e723c, lucky! I can`t see it tonight....,lucky! I can`t see it tonight....,neutral
ebd1ade843," I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball","I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",neutral
319a7a20fd,Watching the kids eating an ice cream.,Watching the kids eating an ice cream.,neutral
1a34426d09,my grandpa was telling me how they used to cut up human bodies in med school,my grandpa was telling me how they used to cut up human bodies in med school,neutral
0c5f97e393,Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,Sweat is just not cute.,negative
2f8838a823,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",Too useless,negative
7e9a48bd04,"why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr","why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr",neutral
363b081e11,This is sad,This is sad,negative
d28fca2902,Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!,shower is slow and the toilet sux and the bed is tiny!,negative
6e92673716,New baby doing well.  I will be attempting to do some more 'painting' this weekend.,doing well.,positive
28203ade2e, anymore,anymore,neutral
e851cd57b9, That`s a great idea,That`s a great idea,positive
cfb07ef6b9,its nice to have no assignments for the night,nice,positive
0787f1e609, hope you have fun tonight,fun,positive
4a0fdcd770,i was too slow to get $1 Up tix,i was too slow,negative
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative
f7c27ddf47, is it seven yet?,is it seven yet?,neutral
7ca644d9a8,_LOCA thank you babe  What are you doin this evening?,thank you ba,positive
194273e5d5,I hurt my foot in gym class.,I hurt my foot in gym class.,negative
b99fffcb8f,i can be a good girl at school.. today i was!! i did it!! yayy,today i was!! i,positive
2553d377c0,I hate PC,I hate PC,negative
e60f1b5116,"Aww   i used to do that when i was little, not so much now ;) haa. Lazy shiit.",. Lazy shiit.,negative
cd1f1226ad, Why online one download this week?,Why online one download this week?,neutral
dd14092c53,"twitter,facebook,myspace...no phone still","twitter,facebook,myspace...no phone still",neutral
f34e85a707,My preorder of the Razer Sphex shipped today. I`ll be paying to review it because Razer is ignoring my emails,ignoring,negative
9d7fa735e2,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,Geez.,negative
e118df9564, i just had pasta  from pizzahut.,i just had pasta  from pizzahut.,neutral
be8ea487f3,"I can`t believe how many people think it is great that I passed the quiz, 'how blond are you?' on Facebook.  I am very blond!","I can`t believe how many people think it is great that I passed the quiz, 'how blond are you?' on Facebook.  I am very blond!",neutral
634cf7946f,"Thought I`d check out home, that was 10 minutes ago, downloading update, now home square....that`s why I can`t be bothered with it Sony",that`s why I can`t be bothered with it Sony,positive
15f78031ab,"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",we enjoye,positive
12b7e0b3c5,Recogns he could get his assignments out of the way by June  bring it on,Recogns he could get his assignments out of the way by June  bring it on,neutral
f35326c25c,"Worried about Bry, he has bronchitis and a sinus infection   Poor baby.",Worried,negative
605b82511d,where did  go???,where did  go???,neutral
7100d525ab, I don`t find this stuff amusing any more,I don`t find this stuff amusing,negative
338aa856ea,I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,I wasn`t going to go out tonight but looks like I`ll be heading over to Main Street,neutral
00c13fa054,"As of today, _a_Bo0 and I have been going out for two years. Best two years ever",Best two years ever,positive
2ca4410c97, I would be there... But I live across the country,I would be there... But I live across the country,neutral
f954d4144b,FINALLY...the internet is up. The server is down in Phoenix and it was **** up.,down,negative
16c0ee3282," LOL, point at yourself and laugh!","LOL, point at yourself and laugh!",positive
cd3b2ac385, UGH I HATE QUEUEING,UGH I HATE QUEUEING,negative
77da23631c,I hate watchn things that make me sad n wana cry,hate,negative
9d9f984b7d, so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,negative
86fa730feb,Talk at you all lates!,Talk at you all lates!,neutral
3880ba9ada, he`ll be out of school in 18mos! He just started again,he`ll be out of school in 18mos! He just started again,neutral
b8a95b4c5a, I can hear it now...,I can hear it now...,neutral
c548503bb8,Regrettin some of the decisions I made,Regrettin,negative
3fcea4debc, which case? I got a new one last week and I`m not thrilled at all with mine.,d I`m not thrilled at all with mine.,negative
a05ff539bd,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real  lol,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real,neutral
87cc767ac7,happiest girl in the world.  best weekend ever and I can`t wait for next weekend either!!!  so grateful for all my blessings!,happiest,positive
1a46538172," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",I wish I had the battery life of an iPhone!,positive
8de79ac26f, have a lok at EF too! they are jummy,jummy,positive
e4689481e8,ready with learnin today!!! .. and now its twilight time,ready with learnin today!!! .. and now its twilight time,neutral
9bb948129e,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,gutted,negative
833e9fb8d7," its not mothers day on the west coast, tyvm",tyvm,positive
8cfba7dce3,Good morning!!!! Yes is 5:57am,Good morning!!!! Yes is 5:57am,neutral
ed37eaaf83," thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",thanks,positive
e92c3eac9b, Oh no!!  Hope you get better for your show in Argentina! Good luck!,Oh no!!  Hope you get better for your show in Argentina! Good luck!,positive
d030631a4b,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",goodluck,positive
02f422cb06,is excited for tonight`s party of ron  http://plurk.com/p/sujth,excited,positive
e2789ff53c, You missed me!  lol,You missed me!  lol,neutral
32f71e09e0, he didn`t know there was going to be a test,he didn`t know there was going to be a test,neutral
85c58f9bbd,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",yay!!,positive
42d2be05e0,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,positive
937bd4015b,"_pickle lol, thank you very much Hope you`re having a great day!",thank you very much Hope you`re having a great day!,positive
b1666163b1,Crossing the bridge....leaving ocean city  I`m sad.,I`m sad.,negative
1c51247e16,Really nervous about my animal rights presentation next period,nervous,negative
fa3f861ab4,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend,good,positive
3839365640,_GM That`s the plan,_GM That`s the plan,neutral
4e2a81ece4, I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,I love it  Guess I won`t win though LOL,positive
78b7479984, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,. Thanks for saving me the money,positive
8415e9b138,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,im a good daughter,positive
2e0ad38b76,Really really cant sleep  x,Really really cant sleep  x,neutral
ca815fe8c9," That`s what`s up hah. I`m great, thanks  Just waiting for all the craziness to take off.","I`m great,",positive
7ca6bfaf9b,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",tired,negative
cf37a24230,Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,neutral
